Time Stamp,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Yaw (Deg),Pitch (Deg),Roll (Deg)
349574603,-1584,1027,-0712,0050,0015,-0010,089.5440,021.7251,032.7305
349580374,-1589,1018,-0756,0057,0014,-0004,088.0786,020.5274,032.9789
349586157,-1566,1010,-0720,0060,0014,0003,089.9529,022.0298,032.5898
349591906,-1576,1008,-0713,0067,0012,0006,088.6787,021.0088,032.8451
349597706,-1556,1014,-0710,0069,0009,0014,088.6603,020.8502,032.5604
349603484,-1540,1007,-0699,0069,0007,0017,088.4086,020.9404,033.1621
349609258,-1547,0973,-0687,0072,0003,0027,088.2290,020.7959,033.1822
349615041,-1557,0980,-0641,0079,0002,0031,088.6208,020.5981,032.1006
349620880,-1557,0960,-0724,0082,-0001,0036,086.8374,019.1197,032.1951
349626668,-1558,0932,-0719,0084,-0005,0037,090.3467,021.8861,031.5957
349632486,-1545,0950,-0702,0083,-0007,0038,090.4718,021.5911,030.8357
349638235,-1569,0941,-0673,0082,-0012,0039,089.4292,021.1387,031.6323
349644086,-1600,0938,-0710,0077,-0017,0040,088.6988,020.1300,030.9071
349649892,-1608,0940,-0720,0077,-0019,0036,090.1583,021.0624,030.3080
349655785,-1625,0930,-0732,0075,-0024,0038,090.2262,021.1460,030.3110
349661581,-1637,0933,-0751,0074,-0031,0032,090.8837,021.3812,029.7011
349667437,-1629,0942,-0733,0068,-0035,0029,091.3318,021.7796,029.6747
349673271,-1657,0937,-0723,0063,-0033,0022,090.3508,021.1993,030.0909
349679120,-1652,0921,-0726,0057,-0037,0020,090.2555,020.7313,029.3982
349684925,-1651,0937,-0716,0050,-0032,0013,090.8054,021.0289,029.0959
349690746,-1653,0948,-0720,0043,-0026,0013,089.8995,020.6025,029.6424
349696630,-1645,0931,-0745,0045,-0021,0015,089.8630,020.7075,029.8605
349702438,-1650,0954,-0750,0046,-0015,0011,091.2070,021.6253,029.4508
349708230,-1657,0955,-0750,0045,-0014,0016,090.5430,021.4572,030.1099
349714030,-1660,0981,-0736,0042,-0010,0018,090.5883,021.4047,029.9359
349719855,-1661,0969,-0719,0041,-0011,0015,089.4213,020.8237,030.6603
349725685,-1669,0956,-0713,0035,-0013,0016,089.2826,020.4537,030.2058
349731509,-1673,0965,-0713,0028,-0012,0010,089.4283,020.3180,029.7491
349737305,-1668,0969,-0678,0023,-0010,0008,089.1750,020.2487,030.0021
349743025,-1654,0967,-0690,0018,-0009,0001,087.8705,019.2579,030.1658
349748722,-1658,0955,-0708,0014,-0004,-0002,088.5187,019.8662,030.3253
349754448,-1633,0946,-0696,0012,0001,-0004,089.4059,020.3540,029.8896
349760157,-1631,0970,-0696,0017,0004,-0005,089.1160,020.2256,030.1039
349765878,-1643,0947,-0711,0024,0001,-0007,088.5369,020.1270,030.8195
349771599,-1636,0967,-0726,0029,0003,-0008,089.7544,020.6045,029.8408
349777316,-1642,0957,-0715,0030,-0002,-0011,089.6001,020.9449,030.6732
349783089,-1631,0972,-0726,0031,0000,-0018,089.5041,020.5723,030.1641
349788725,-1642,0959,-0735,0031,-0001,-0020,089.5137,020.9642,030.8513
349794466,-1646,0964,-0726,0025,-0011,-0022,090.1539,021.1470,030.2026
349800311,-1637,0960,-0720,0024,-0017,-0024,089.6263,020.7836,030.3611
349806131,-1654,0946,-0732,0029,-0022,-0023,089.5965,020.7661,030.3759
349811997,-1631,0953,-0750,0035,-0026,-0020,090.3971,021.0412,029.6615
349817833,-1634,0950,-0761,0032,-0021,-0008,090.7079,021.7424,030.3867
349823599,-1614,0961,-0747,0040,-0017,-0004,091.1010,021.9504,030.1349
349829339,-1634,0967,-0794,0044,-0007,0007,090.2731,021.6488,030.8518
349835100,-1629,0952,-0772,0052,0002,0014,091.7413,022.8267,030.5841
349840872,-1594,0965,-0759,0054,0010,0023,091.2274,022.1879,030.2677
349846700,-1613,0963,-0756,0056,0016,0026,090.4869,022.1679,031.3452
349852562,-1612,0980,-0745,0063,0017,0031,090.5406,021.8952,030.7645
349858439,-1608,0982,-0720,0061,0024,0033,089.6941,021.5076,031.3870
349864248,-1612,0968,-0722,0063,0020,0030,088.9063,020.8383,031.4192
349870007,-1601,0951,-0724,0058,0016,0030,089.4411,021.0390,030.9265
349875812,-1575,0942,-0689,0054,0011,0028,089.8754,021.2858,030.6791
